Gene	TCGA-A6-2672-01A-01T	TCGA-A6-2676-01A-01T	TCGA-AA-3516-01A-02T	TCGA-AA-3518-01A-02T	TCGA-AA-3525-01A-02T	TCGA-AA-3543-01A-01T	TCGA-A6-2670-01A-02T	TCGA-AA-3520-01A-01T	TCGA-AA-3532-01A-01T	TCGA-AA-3553-01A-01T	TCGA-A6-2674-01A-02T	TCGA-AA-3521-01A-01T	TCGA-AA-3534-01A-01T	TCGA-A6-2677-01A-01T	TCGA-AA-3522-01A-01T	TCGA-AA-3538-01A-01T	TCGA-AA-3556-01A-01T	TCGA-A6-2678-01A-01T	TCGA-AA-3524-01A-02T	TCGA-AA-3542-01A-02T	TCGA-AA-3526-01A-02T	TCGA-AA-3544-01A-01T	TCGA-AA-3560-01A-01T	TCGA-AA-3514-01A-02T	TCGA-AA-3527-01A-01T	TCGA-AA-3548-01A-01T	TCGA-AA-3529-01A-02T	TCGA-AA-3562-01A-02T	TCGA-AA-3519-01A-02T	TCGA-AA-3531-01A-01T	TCGA-AA-3552-01A-01T	TCGA-AA-3680-01A-01T	TCGA-AA-3696-01A-01T	TCGA-AA-3837-01A-01T	TCGA-AA-3875-01A-01T	TCGA-AA-3666-01A-02T	TCGA-AA-3681-01A-01T	TCGA-AA-3715-01A-01T	TCGA-AA-3684-01A-02T	TCGA-AA-3812-01A-01T	TCGA-AA-3848-01A-01T	TCGA-AA-3672-01A-01T	TCGA-AA-3685-01A-02T	TCGA-AA-3814-01A-01T	TCGA-AA-3852-01A-01T	TCGA-AA-3818-01A-01T	TCGA-AA-3854-01A-01T	TCGA-AA-3675-01A-02T	TCGA-AA-3692-01A-01T	TCGA-AA-3819-01A-01T	TCGA-AA-3856-01A-01T	TCGA-AA-3831-01A-01T	TCGA-AA-3858-01A-01T	TCGA-AA-3679-01A-02T	TCGA-AA-3695-01A-01T	TCGA-AA-3833-01A-01T	TCGA-AA-3860-01A-02T	TCGA-AA-3861-01A-01T	TCGA-AA-3877-01A-01T	TCGA-AA-3955-01A-02T	TCGA-AA-3976-01A-01T	TCGA-A6-3808-01A-01T	TCGA-AA-3842-01A-01T	TCGA-AA-3956-01A-02T	TCGA-AA-3977-01A-01T	TCGA-A6-3809-01A-01T	TCGA-AA-3844-01A-01T	TCGA-AA-3939-01A-01T	TCGA-A6-3810-01A-01T	TCGA-AA-3845-01A-01T	TCGA-AA-3866-01A-01T	TCGA-AA-3941-01A-01T	TCGA-AA-3970-01A-01T	TCGA-AA-3530-01A-01T	TCGA-AA-3846-01A-01T	TCGA-AA-3867-01A-01T	TCGA-AA-3947-01A-01T	TCGA-AA-3971-01A-01T	TCGA-AA-3982-01A-02T	TCGA-AA-3850-01A-01T	TCGA-AA-3869-01A-01T	TCGA-AA-3949-01A-01T	TCGA-AA-3870-01A-01T	TCGA-AA-3815-01A-01T	TCGA-AA-3872-01A-01T	TCGA-AA-3966-01A-01T	TCGA-AA-3994-01A-01T	TCGA-AY-4070-01A-01T	TCGA-AY-4071-01A-01T	TCGA-AA-A00D-01A-21R	TCGA-AA-A00O-01A-11R	TCGA-AA-A02J-01A-21R	TCGA-AA-A02R-01A-21R	TCGA-AA-A00L-01A-31R	TCGA-AA-A00J-01A-31R	TCGA-AA-A01D-01A-21R	TCGA-AA-A024-01A-11R	TCGA-AA-A029-01A-22R	TCGA-AA-A00W-01A-21R	TCGA-AA-A02E-01A-21R	TCGA-AA-A01F-01A-21R	TCGA-AA-A02F-01A-21R	TCGA-AA-A01G-01A-21R	TCGA-AA-A02H-01A-31R	TCGA-AA-A03J-01A-21R	TCGA-AA-A01T-01A-21R	TCGA-AA-A02Y-01A-43R	TCGA-AA-A01S-01A-21R	TCGA-AA-A02O-01A-21R	TCGA-AA-A01R-01A-21R	TCGA-AA-A02K-01A-21R	TCGA-AA-A01P-01A-21R	TCGA-AA-A022-01A-21R	TCGA-AA-A03F-01A-11R	TCGA-AA-A01Z-01A-11R	TCGA-AA-A01X-01A-21R	TCGA-AA-A01V-01A-23R	TCGA-A6-2671-01A-01T	TCGA-A6-4107-01A-02T	TCGA-AA-3510-01A-01T	TCGA-AZ-4681-01A-01T	TCGA-CM-4746-01A-01T	TCGA-A6-2679-01A-02T	TCGA-AA-3488-01A-01T	TCGA-AZ-4308-01A-01T	TCGA-AZ-4682-01B-01T	TCGA-CM-4747-01A-01T	TCGA-A6-2680-01A-01T	TCGA-AA-3492-01A-01T	TCGA-CM-4748-01A-01T	TCGA-A6-2681-01A-01T	TCGA-AA-3494-01A-01T	TCGA-AZ-4313-01A-01T	TCGA-AZ-4684-01A-01T	TCGA-CM-4750-01A-01T	TCGA-A6-2682-01A-01T	TCGA-AA-3495-01A-01T	TCGA-AZ-4315-01A-01T	TCGA-A6-2684-01A-01T	TCGA-AA-3502-01A-01T	TCGA-CA-5256-01A-01T	TCGA-CM-4752-01A-01T	TCGA-A6-2685-01A-01T	TCGA-AA-3506-01A-01T	TCGA-AZ-4614-01A-01T	TCGA-CK-4951-01A-01T	TCGA-CM-5341-01A-01T	TCGA-A6-2686-01A-01T	TCGA-AA-3509-01A-01T	TCGA-AZ-4615-01A-01T	TCGA-CM-4744-01A-01T	TCGA-A6-2683-01A-01T	TCGA-A6-3807-01A-01T	TCGA-AA-3517-01A-01T	TCGA-AA-3549-01A-02T	TCGA-AA-3554-01A-01T	TCGA-AA-3555-01A-01T	TCGA-AA-3558-01A-01T	TCGA-AA-3561-01A-01T	TCGA-AA-3664-01A-01T	TCGA-AA-3667-01A-01T	TCGA-AA-3673-01A-01T	TCGA-AA-3678-01A-01T	TCGA-AA-3688-01A-01T	TCGA-AA-3693-01A-01T	TCGA-AA-3710-01A-01T	TCGA-AA-3811-01A-01T	TCGA-AA-3821-01A-01T	TCGA-AA-3851-01A-01T	TCGA-AA-3855-01A-01T	TCGA-AA-3862-01A-01T	TCGA-AA-3864-01A-01T	TCGA-AA-3930-01A-01T	TCGA-AA-3950-01A-02T	TCGA-AA-3952-01A-01T	TCGA-AA-3968-01A-01T	TCGA-AA-3972-01A-01T	TCGA-AA-3973-01A-01T	TCGA-AA-3975-01A-01T	TCGA-AA-3979-01A-01T	TCGA-AA-3980-01A-02T	TCGA-AA-3984-01A-02T	TCGA-AA-3986-01A-02T	TCGA-AA-3989-01A-01T	TCGA-AA-A00Q-01A-31R	TCGA-AA-A00U-01A-21R	TCGA-AA-A010-01A-54R	TCGA-AG-3600-01A-01T	TCGA-AG-3601-01A-01T	TCGA-AG-3602-01A-02T	TCGA-AG-3608-01A-01T	TCGA-AG-3609-01A-02T	TCGA-AG-3611-01A-01T	TCGA-AF-2691-01A-01T	TCGA-AG-3582-01A-01T	TCGA-AF-2692-01A-01T	TCGA-AF-3400-01A-01T	TCGA-AG-3574-01A-01T	TCGA-AG-3575-01A-01T	TCGA-AG-3587-01A-01T	TCGA-AG-3578-01A-01T	TCGA-AG-3593-01A-01T	TCGA-AG-3580-01A-01T	TCGA-AG-3594-01A-02T	TCGA-AF-2689-01A-01T	TCGA-AG-3581-01A-01T	TCGA-AG-3885-01A-01T	TCGA-AG-3727-01A-01T	TCGA-AG-3728-01A-01T	TCGA-AG-3878-01A-02T	TCGA-AG-3881-01A-01T	TCGA-AG-3882-01A-01T	TCGA-AG-3883-01A-02T	TCGA-AF-3913-01A-02T	TCGA-AG-3898-01A-01T	TCGA-AG-4008-01A-01T	TCGA-AG-3901-01A-01T	TCGA-AG-4015-01A-01T	TCGA-AG-3887-01A-01T	TCGA-AG-3902-01A-01T	TCGA-AG-3890-01A-01T	TCGA-AG-3909-01A-01T	TCGA-AG-3892-01A-01T	TCGA-AG-3999-01A-01T	TCGA-AG-3893-01A-01T	TCGA-AG-4001-01A-02T	TCGA-AG-3894-01A-01T	TCGA-AG-4005-01A-01T	TCGA-AG-3896-01A-01T	TCGA-AG-4007-01A-01T	TCGA-AG-A002-01A-21R	TCGA-AG-A02G-01A-21R	TCGA-AG-A00C-01A-21R	TCGA-AG-A02X-01A-21R	TCGA-AG-A011-01A-21R	TCGA-AG-A008-01A-21R	TCGA-AG-A015-01A-21R	TCGA-AG-A016-01A-21R	TCGA-AG-A01L-01A-21R	TCGA-AG-A01N-01A-21R	TCGA-AG-A036-01A-12R	TCGA-AG-A02N-01A-11R	TCGA-AG-A026-01A-32R	TCGA-AG-A020-01A-21R	TCGA-AG-A01Y-01A-41R	TCGA-AG-A01W-01A-21R	TCGA-AG-3583-01A-01T	TCGA-AG-3584-01A-01T	TCGA-AG-3586-01A-02T	TCGA-AG-3598-01A-01T	TCGA-AG-3599-01A-02T	TCGA-AG-3605-01A-01T	TCGA-AG-3612-01A-01T	TCGA-AG-3726-01A-02T	TCGA-AG-A025-01A-21R
hsa-let-7a-1	2701.245803	2421.620985	4056.926168	2296.414617	2191.347130	2451.696594	3062.463375	2878.664687	3033.286585	2556.850772	2693.766243	3040.192885	2928.593674	3330.886085	2579.699773	3303.745425	2484.399247	3006.461268	2262.805335	2571.084330	2986.319429	2789.335961	2323.774586	2796.191723	2469.012827	2478.972347	2401.694823	3004.235988	2375.862982	2831.303351	3036.956516	2482.266702	4285.147644	2866.312460	3284.655469	3607.666759	2996.409658	3472.838424	2805.489047	2331.210593	2937.696927	2617.449369	3255.599760	2530.183912	3282.221318	2549.143325	2721.400991	5143.847328	3865.556352	3617.263408	3692.430193	2701.024114	3230.271507	2980.440604	2372.767224	2462.274233	2902.069456	2462.705410	2143.823580	2029.472290	2441.917831	1842.698841	2014.257320	2728.642637	2573.215596	2549.767589	2661.360864	2521.164130	2624.164327	3296.452806	2043.497925	3635.418127	2501.808944	2591.073576	2035.886855	2606.751882	2643.501738	2639.813299	3001.556536	2839.969103	2897.362806	2261.240836	1903.728865	2519.030725	1869.113333	2079.458983	2626.726786	1972.648658	2420.421720	3911.699016	4785.136415	2635.166452	2668.356646	3002.786900	1976.768406	3597.380816	3121.425652	2210.172209	3011.268549	2868.032113	2683.573848	2999.680134	2356.812990	2828.604536	2198.436535	1946.409591	2188.870463	3367.712061	2068.428605	3071.861534	4290.026771	2339.808712	3205.654470	2926.867437	3604.008688	5427.231914	2680.866666	4730.396865	4990.608367	3473.138484	4081.241534	4230.478988	3603.056845	5130.206318	3859.954305	4858.450627	3943.136748	4168.680800	4213.442623	4074.215868	3695.178361	3735.191139	4115.674541	6415.725352	4533.077564	3992.581627	4732.528677	4326.084905	3638.549501	6232.692024	4785.060763	4205.851899	3152.690421	3544.723341	3603.106679	4775.416619	6111.906568	4394.384250	5600.870487	6512.458585	5132.048775	2954.978946	3098.863582	1949.987893	1303.824183	1858.870365	2271.265859	2182.025908	1585.523148	2152.178890	2352.528191	4921.313209	2845.289919	2446.645091	3451.141849	2533.387677	3129.693685	2095.309452	2098.289266	2129.713273	1586.365799	2535.634983	2311.976107	2242.503625	2151.004514	2141.084311	2739.722432	1904.452336	2221.741126	2981.974086	3744.816621	1994.285331	1953.908720	2138.298517	3699.457648	2694.369619	6657.718963	4044.999541	3020.477860	3350.441693	2780.821996	3017.179518	4574.745480	3168.088425	2446.897330	2113.813677	2843.332101	2316.466755	3842.751941	2840.101875	3340.067103	3762.920688	2713.591781	3365.913438	2631.874912	3526.396577	2913.421875	3969.596558	3200.809665	2869.044814	2695.602408	2990.218330	2901.745121	2556.196375	3390.959080	3027.882769	2554.649672	2268.882289	2301.537659	3818.212306	2784.759930	2604.666399	2600.180536	2141.135026	2987.103786	2325.922577	2510.263623	2528.502088	2578.828714	2128.576375	4030.464352	2076.283168	3157.224596	2750.545660	3998.074568	2235.797908	2566.005997	2766.311396	2612.894791	2686.713560	3098.966828	3296.183762	3033.015241	2674.552967	3263.714408	2984.706750	2035.997727	2626.030889	2030.034111	2751.860454	2162.344052	3230.822646	2938.754068	2627.711407	4554.131241
hsa-let-7a-2	5383.052804	4736.725957	7938.353672	4423.034999	4451.087676	4898.862796	6124.049505	5835.948367	6005.487671	5072.227174	5558.281513	6022.432582	5864.290280	6739.624241	5128.729404	6649.165692	4945.016210	5748.263975	4385.269960	4914.728633	5776.034321	5467.994445	4808.776367	5726.600649	4841.735481	4777.789190	4948.351276	5921.954752	4708.548845	5369.381738	6114.243214	5090.259456	8391.636362	5970.375896	6489.122983	6899.999793	6010.912627	6985.031227	5538.315395	4670.070518	5906.611594	5401.173393	6563.167590	5029.250389	6565.457233	5089.608716	5296.233022	10131.435526	7761.564542	7228.549843	7305.495255	5284.143087	6349.579489	5897.684450	4815.530196	4919.891683	5687.191743	4985.976142	4427.952320	3869.716394	4682.152487	3516.659391	3895.346891	5412.927404	5148.927036	5104.770840	5061.322965	4942.458202	5202.109305	6481.323554	3943.785753	7004.830050	4778.736186	5103.000689	3987.428320	5349.363723	5277.294918	5193.515921	6061.213761	5524.432304	5801.575170	4644.943486	3738.284745	4942.719650	3744.108344	4162.888023	5112.777835	4044.366821	4644.003049	7532.466213	9507.932326	4986.605542	5395.259004	5890.621174	3877.032666	7114.360687	6222.622382	4243.057878	5799.887392	5627.720373	5136.447871	5960.491374	4640.797424	5567.011663	4367.745937	3715.767311	4327.785990	6647.202291	4020.672413	5897.568855	8483.655716	4579.265573	6267.932543	5879.510087	6939.755363	10715.976182	5235.206765	9570.699060	9862.615076	6913.467294	7968.345644	8283.521833	7194.268951	9901.718703	7672.428771	9589.806021	7846.488484	8342.732623	8404.071798	8121.912730	7415.444924	7314.585662	8395.766615	12713.673702	8855.861334	8079.986174	9333.072125	8521.105213	7399.837839	12477.266063	9637.820136	8407.637225	6128.549797	6994.151527	7247.236383	9136.190736	12088.869032	8632.117785	10878.137743	12948.188247	10194.993691	5867.790385	6092.141393	3835.657210	2544.752023	3826.620251	4566.016003	4450.402916	3151.728770	4197.512020	4675.404674	9548.559615	5627.351174	4939.821082	6875.052326	5128.190812	6264.203843	4056.558141	4168.028940	4246.334534	3146.421963	4810.152959	4510.290818	4416.590488	4191.047245	4301.902118	5355.293809	3601.337805	4417.124347	5752.185139	7388.081335	3969.169889	3846.514390	4242.596864	7321.751400	5232.266413	13295.741721	7972.297834	5901.668098	6654.771230	5317.113632	6074.894853	8767.044644	6289.809498	4724.265931	4220.507474	5679.648577	4597.823158	7560.956817	5532.295293	6592.557487	7565.134147	5428.776980	6815.506764	5279.816503	7141.069221	5792.028910	7901.313643	6382.762803	5730.784613	5309.210557	5796.597274	5644.490510	5066.823640	6739.299275	5988.739651	5143.583054	4399.789466	4545.597253	7441.095294	5495.721944	5218.194285	5090.582064	4209.210534	5762.323056	4643.421714	4802.527234	4983.335413	5018.922972	4219.937325	7833.335747	3931.369777	6549.943821	5425.850418	7874.641318	4438.145173	5195.698815	5469.411648	5285.020581	5337.416790	6241.793426	6467.913757	5911.228207	5265.116047	6453.642974	6038.702279	3986.390659	5193.215147	3967.644440	5479.489674	4341.654319	6401.065002	5870.064214	5268.582425	8826.458865
hsa-let-7a-3	2840.308000	2431.625252	4079.536425	2334.146669	2223.337599	2526.448045	3110.711867	3010.368300	3090.299717	2661.860346	2767.120518	3020.875156	2861.935385	3368.333916	2561.524874	3284.936426	2452.547974	2954.729141	2245.451376	2555.104937	2989.423711	2676.023306	2529.397676	2928.772131	2425.848267	2558.860309	2566.312268	3022.881941	2362.965920	2800.538765	3091.355366	2611.942263	4204.484472	2975.489482	3433.700469	3504.975842	3008.209643	3537.439010	2748.776697	2341.919658	2980.755878	2637.270189	3348.342778	2454.492853	3271.060751	2591.448257	2629.925328	5189.581708	3952.039573	3642.964387	3706.741938	2764.128274	3245.066644	3102.756908	2469.343635	2411.049616	2937.662074	2430.290168	2278.241810	2010.549471	2302.291017	1877.852652	2027.193615	2620.282699	2601.917807	2598.982816	2663.052765	2527.822134	2636.327313	3307.611012	2001.269307	3547.947618	2410.190473	2589.776093	1983.170986	2731.860333	2653.210297	2691.918486	3120.569237	2801.943937	3016.088469	2299.634269	1913.295342	2530.321202	1854.829257	2083.145465	2570.590150	2072.300924	2427.196342	3799.899889	4708.719023	2468.039376	2775.791046	2914.002351	1963.935452	3654.425061	3145.083206	2203.770195	2969.120868	2926.008757	2619.820735	3001.463111	2320.398712	2877.331871	2216.310003	1881.974320	2214.199725	3369.796041	2062.068123	3114.178602	4332.726480	2316.269389	3195.581186	2932.850969	3700.034295	5408.931761	2665.220908	4876.937305	4926.793827	3521.415578	4053.863179	4253.714673	3612.645444	5067.130011	3954.392224	4819.027568	3931.271043	4298.352631	4258.063044	4043.961790	3652.842023	3685.440959	4191.076212	6459.007360	4563.972144	4034.446841	4856.819700	4306.067767	3660.077725	6285.202866	4838.911929	4186.535682	3115.518730	3562.671307	3599.152652	4765.753340	6052.268350	4322.437179	5534.853070	6586.264500	5261.074860	3004.227532	3163.790952	1968.400662	1331.872552	1884.605525	2285.803750	2160.991665	1596.667875	2099.204942	2375.484351	4941.087767	2888.503755	2530.903750	3455.197585	2563.164869	3188.251861	2123.155050	2146.929312	2127.094871	1600.046810	2480.285991	2320.899935	2234.260641	2113.328049	2163.364065	2792.742544	1935.798093	2241.189678	2968.472416	3714.927230	2040.219514	1981.673779	2165.043067	3810.426680	2766.333914	6803.229695	3989.287617	3002.422057	3363.937933	2723.142077	3176.036101	4547.243722	3144.644258	2398.880522	2145.457595	2898.454859	2336.063231	3805.810015	2777.824630	3371.494155	3885.391662	2779.718650	3455.098583	2620.398714	3641.968533	2882.088519	4239.057352	3247.436712	2909.222399	2718.982296	2903.955234	2799.389044	2586.191233	3483.216432	3081.784707	2565.119548	2306.853641	2252.270746	3793.286291	2837.218690	2630.028589	2593.469156	2177.050839	2984.430164	2333.644065	2439.772601	2623.558558	2632.384294	2193.156083	4050.120107	2006.731673	3221.087546	2813.355456	4012.094701	2282.197189	2605.768139	2777.994972	2681.212364	2669.222828	3231.459882	3302.811477	2996.709821	2718.516424	3302.273461	3028.607274	2097.317474	2673.026462	2112.919496	2784.976473	2173.654862	3269.063955	2992.988357	2673.506858	4509.781819
hsa-let-7b	18052.665695	11236.556767	20284.630839	9892.086331	8439.416670	13859.976185	9169.845219	17227.638944	9984.503079	9228.488480	17174.146748	18405.619058	9155.679887	6683.452493	10535.761954	14962.005821	11900.484734	10524.863660	12257.931136	11779.475855	18333.890380	16505.437690	12122.415838	13727.800966	12614.676614	12217.151782	10959.345019	15576.083507	8698.787452	11412.700198	15234.491873	10913.811171	18365.204174	14381.994326	10870.261557	18823.556259	14164.702625	20174.688896	17042.947199	10588.818083	11397.704312	14328.250394	22550.944700	11886.439863	16267.033816	9140.396329	9135.092403	30596.300089	11407.258622	10689.814284	12348.433742	11186.042688	20426.330083	15757.397843	10859.973065	9810.678470	14912.035389	8665.959218	12518.556093	15219.859498	14348.465088	14004.639025	10029.433877	14388.425384	16487.548232	13475.547886	9626.072877	14791.865251	12017.638763	12995.324712	6787.179391	26152.483863	10296.666858	6800.108470	8121.406755	8784.633294	7684.092758	7828.941415	12437.295769	7507.416326	7261.672502	6785.708375	7531.760703	12272.747801	14675.627544	6166.348779	9153.279081	7006.544998	8270.307398	11577.561915	16209.536488	11640.595167	13732.289168	9974.710422	5273.850291	16922.377604	11674.145654	9149.955358	5783.394822	12198.285921	10324.222401	13123.065693	7606.942665	7812.616095	8615.011462	5480.481047	5604.099400	6518.690177	5517.081709	10594.763412	11228.729399	8789.087665	11323.041796	6756.787856	7936.592615	10527.039466	5196.432495	9490.727296	13109.685678	4439.149067	6605.650270	12241.509601	9140.190384	9133.449282	10091.813485	11181.438447	7692.699636	9705.437777	8087.031964	12935.299226	7609.251274	9069.806921	14721.129014	11844.704155	8789.508200	8461.782606	11238.867815	11774.843414	12043.503788	14948.341980	9217.396388	9676.407631	9777.482292	5177.988272	2725.807042	16189.505679	13318.780934	10936.975386	14029.879954	23769.889233	12299.520284	12164.336917	8494.454068	9680.324065	12327.683145	11543.208838	18458.648088	8104.825809	12066.024334	12402.188991	14018.561969	21168.344634	7102.080178	10219.820781	14897.878010	11701.971250	13724.667568	7396.594512	8642.913124	6491.971621	3486.973889	13376.223376	7040.196212	9712.707301	9389.020986	7526.419013	8797.401490	5741.805258	6368.888868	11267.735746	9396.072246	7290.125720	5435.537094	6576.628368	18700.119053	10214.308350	35046.782504	18476.741841	13582.262667	15458.256409	7292.853946	18621.278237	33472.217209	19951.507043	12700.935642	9411.692111	17985.052712	9336.904247	17489.627235	6468.400136	8543.548885	10762.647169	6289.222993	9562.629442	6376.176023	11010.697085	7890.783525	16285.590563	12685.642504	9600.616543	10273.320781	11515.416347	15309.686761	11308.638144	13698.211160	9368.156797	9699.826611	6735.967518	5706.267766	12438.534713	7205.077297	4451.522770	9945.307043	8973.734796	6739.197566	6669.961168	7099.142142	7920.580320	6311.397648	5711.108330	22673.431005	8136.384782	17152.191397	7454.737691	13409.088785	3546.307831	11706.581005	10318.695010	10293.068930	11078.149275	10508.983486	12790.017777	7061.404062	4738.210740	5023.625751	7539.782867	8938.111983	7541.359169	8950.963756	8331.909748	7919.546210	8271.481487	10341.202800	6639.287654	29572.748759
hsa-let-7c	244.480315	185.373174	123.818076	37.732052	47.434144	198.582139	815.838138	653.814365	384.055494	387.388262	578.204287	252.174680	1094.944351	631.685793	244.793175	423.386889	222.958907	287.150789	208.247507	293.488184	186.256929	144.934793	352.830530	1056.824072	706.570642	511.119915	152.946806	359.866898	80.186077	182.664732	208.216290	307.403487	1331.942283	934.377960	447.570806	205.381834	132.159838	652.688684	583.073845	477.624325	276.653760	254.367187	338.192215	526.473369	433.232922	820.426412	62.889519	555.164555	378.820868	228.320327	392.922452	364.509556	309.875918	189.590271	449.213212	391.751905	170.336096	186.814162	332.611530	176.218748	260.636719	1115.973700	391.132702	718.597480	233.361453	157.069872	128.584505	289.623168	496.249847	196.862631	361.697297	463.713519	109.317494	159.590411	123.355133	294.526147	114.191138	262.171360	272.698393	355.847448	229.460175	370.033263	295.824895	165.593653	711.683072	170.996013	318.107607	332.756982	214.529681	210.893809	630.443482	428.506049	433.358985	295.325447	79.465596	333.282128	506.065934	134.442293	147.516883	293.506761	292.832097	444.674409	227.791539	93.998831	176.086756	103.328633	52.769298	132.680075	412.583238	258.074514	984.034191	465.830814	146.398382	179.505944	177.571162	1297.827079	119.043813	844.841374	691.687362	189.827407	151.825421	189.053985	279.761458	111.434809	629.238293	200.645714	689.839536	158.061521	278.122775	979.335718	695.256762	175.434845	293.228720	324.615061	550.485256	509.181184	100.024681	387.474609	1147.146811	91.606506	738.145627	229.761307	781.402047	343.575355	81.551797	460.323456	797.787523	462.808467	291.773405	550.986734	529.635165	317.308894	451.339773	229.529037	101.994069	594.878109	259.445435	187.094053	95.844651	36.812405	409.384861	697.212617	76.875139	265.980692	743.937906	147.955424	106.976408	190.900231	151.841533	132.824411	158.068292	289.117086	163.681803	154.555938	458.550145	260.354834	458.282752	1222.484549	119.506232	108.013360	299.133988	195.719562	272.427455	210.159858	420.359510	424.523319	217.060209	250.311320	523.618280	443.126562	179.538902	388.924738	150.400237	568.390803	220.485342	334.634426	196.437466	490.728417	322.450242	457.348520	119.422798	119.919496	199.974027	156.349267	149.190584	375.173285	185.679148	187.675569	871.514371	733.240925	422.155178	191.617207	275.268287	1288.625229	669.367200	539.488091	1294.364045	91.732772	126.548346	251.979352	400.109185	341.320081	77.660259	329.381775	561.126343	611.050431	436.000026	314.874555	219.322853	197.752553	159.315069	112.878657	665.571683	207.403181	285.076036	33.450644	730.545109	1002.091360	568.752215	114.890100	1345.946672	73.641282	113.958677	156.168696	197.555642	123.238822	102.604329	330.603640	125.972629	218.888812	152.978702	154.101115	430.152350	167.390270	1563.317115
hsa-let-7d	477.745936	523.752777	874.263282	624.675085	478.202356	520.994964	630.739377	1384.231852	528.467879	583.729693	609.025411	533.064904	1319.506292	501.603851	339.643431	740.927055	531.279224	698.758579	479.120169	1069.554036	673.629227	980.286233	748.888642	603.977412	389.145109	855.127258	645.570654	452.350826	677.376087	876.790715	610.580201	477.232394	1352.608054	504.874449	621.892444	1236.440131	645.065875	879.162004	583.959975	354.623058	699.707953	1305.971793	690.775587	381.398838	654.415070	441.851510	507.793882	774.943658	465.913126	788.960294	556.206451	518.948685	634.546973	798.113883	693.755316	339.945190	812.274368	429.075449	389.518518	367.812286	590.569708	222.427748	498.427860	420.132389	457.987451	565.451539	433.972703	441.647590	335.090277	677.462496	366.593368	615.888239	451.845644	726.590487	346.870417	535.294756	322.693986	445.362227	503.226931	281.499735	558.238933	287.950750	315.693731	563.269321	178.971068	593.239901	357.871058	410.847062	513.742132	886.770352	921.030670	1367.138347	468.365699	676.631720	1350.421563	1284.169279	580.810090	514.623431	703.224893	608.754763	448.432916	769.532778	771.578090	469.648572	565.993146	595.010388	747.213253	1297.625027	564.810763	1107.991966	1312.692553	476.485455	623.536226	551.865711	1116.488206	1159.339434	1236.695153	462.406569	422.109839	621.508992	641.524626	605.712071	324.884274	1031.507877	361.055472	625.473297	300.365208	524.058345	487.805205	355.952303	315.170521	521.067674	588.551932	519.384097	443.056373	322.040103	642.762149	417.023718	371.291973	548.105873	950.473082	493.071832	270.025784	447.417159	1180.276920	616.692875	539.776417	474.544514	582.367927	880.555722	410.273956	534.908540	511.854603	429.294968	531.219110	527.570769	827.541475	2255.092224	1685.082709	608.751476	593.034144	1948.112837	1444.706760	655.205393	971.638526	534.593653	1028.190312	717.670041	612.230138	423.943147	549.766149	532.652649	894.261556	826.771232	379.751197	891.826704	386.626858	521.287852	457.808670	1155.932444	701.860525	669.611970	577.018394	589.392521	754.001499	1382.506734	2339.426696	358.596468	402.386461	335.718981	479.312000	422.887180	348.928549	368.854893	547.783583	433.521667	303.676287	536.453528	400.028287	293.870751	789.866577	658.281487	732.175821	534.009819	958.645135	414.084447	400.370662	1256.048878	378.844760	650.146374	408.654115	378.991966	464.080470	636.237076	655.829436	617.294366	423.516737	856.047220	687.804748	999.759804	746.425914	503.271417	721.473397	656.000796	656.708317	478.030263	938.574907	655.889639	730.396107	622.446228	1400.731194	640.785909	864.145544	870.831654	828.356186	315.623016	340.673941	810.660455	845.387908	512.032594	676.171444	1024.350226	956.546951	1023.626749	290.382991	1243.495582	814.459803	876.160944	542.044105	594.472936	482.971576	980.264834	538.355074	1190.155347	979.383063
